 -60.00    -28.35
 -59.80    -28.18
 -59.60    -27.96
 -59.40    -27.76
 -59.20    -27.54
 -59.00    -27.31
 -58.80    -27.09
 -58.60    -26.82
 -58.40    -26.61
 -58.20    -26.36
 -58.00    -26.12
 -57.80    -25.90
 -57.60    -25.65
 -57.40    -25.47
 -57.20    -25.26
 -57.00    -25.09
 -56.80    -24.94
 -56.60    -24.77
 -56.40    -24.67
 -56.20    -24.56
 -56.00    -24.46
 -55.80    -24.40
 -55.60    -24.32
 -55.40    -24.27
 -55.20    -24.23
 -55.00    -24.17
 -54.80    -24.16
 -54.60    -24.13
 -54.40    -24.09
 -54.20    -24.09
 -54.00    -24.07
 -53.80    -24.05
 -53.60    -24.07
 -53.40    -24.07
 -53.20    -24.10
 -53.00    -24.17
 -52.80    -24.25
 -52.60    -24.35
 -52.40    -24.51
 -52.20    -24.69
 -52.00    -24.90
 -51.80    -25.20
 -51.60    -25.52
 -51.40    -25.87
 -51.20    -26.32
 -51.00    -26.81
 -50.80    -27.34
 -50.60    -27.94
 -50.40    -28.61
 -50.20    -29.31
 -50.00    -30.04
 -49.80    -30.84
 -49.60    -31.64
 -49.40    -32.39
 -49.20    -33.11
 -49.00    -33.78
 -48.80    -34.29
 -48.60    -34.60
 -48.40    -34.79
 -48.20    -34.82
 -48.00    -34.65
 -47.80    -34.30
 -47.60    -33.89
 -47.40    -33.37
 -47.20    -32.75
 -47.00    -32.05
 -46.80    -31.33
 -46.60    -30.61
 -46.40    -29.87
 -46.20    -29.13
 -46.00    -28.42
 -45.80    -27.75
 -45.60    -27.11
 -45.40    -26.51
 -45.20    -25.94
 -45.00    -25.43
 -44.80    -24.95
 -44.60    -24.51
 -44.40    -24.11
 -44.20    -23.73
 -44.00    -23.40
 -43.80    -23.09
 -43.60    -22.80
 -43.40    -22.53
 -43.20    -22.27
 -43.00    -22.03
 -42.80    -21.80
 -42.60    -21.57
 -42.40    -21.35
 -42.20    -21.12
 -42.00    -20.90
 -41.80    -20.68
 -41.60    -20.47
 -41.40    -20.25
 -41.20    -20.05
 -41.00    -19.85
 -40.80    -19.66
 -40.60    -19.49
 -40.40    -19.35
 -40.20    -19.22
 -40.00    -19.11
 -39.80    -19.03
 -39.60    -18.97
 -39.40    -18.95
 -39.20    -18.96
 -39.00    -19.00
 -38.80    -19.06
 -38.60    -19.16
 -38.40    -19.28
 -38.20    -19.42
 -38.00    -19.59
 -37.80    -19.78
 -37.60    -20.00
 -37.40    -20.24
 -37.20    -20.50
 -37.00    -20.78
 -36.80    -21.08
 -36.60    -21.41
 -36.40    -21.76
 -36.20    -22.14
 -36.00    -22.56
 -35.80    -23.02
 -35.60    -23.54
 -35.40    -24.11
 -35.20    -24.75
 -35.00    -25.46
 -34.80    -26.26
 -34.60    -27.14
 -34.40    -28.11
 -34.20    -29.16
 -34.00    -30.26
 -33.80    -31.33
 -33.60    -32.20
 -33.40    -32.68
 -33.20    -32.59
 -33.00    -31.97
 -32.80    -31.01
 -32.60    -29.92
 -32.40    -28.81
 -32.20    -27.75
 -32.00    -26.76
 -31.80    -25.84
 -31.60    -25.00
 -31.40    -24.21
 -31.20    -23.47
 -31.00    -22.78
 -30.80    -22.12
 -30.60    -21.50
 -30.40    -20.92
 -30.20    -20.36
 -30.00    -19.83
 -29.80    -19.34
 -29.60    -18.87
 -29.40    -18.44
 -29.20    -18.05
 -29.00    -17.69
 -28.80    -17.37
 -28.60    -17.08
 -28.40    -16.83
 -28.20    -16.62
 -28.00    -16.44
 -27.80    -16.29
 -27.60    -16.18
 -27.40    -16.10
 -27.20    -16.04
 -27.00    -16.01
 -26.80    -16.00
 -26.60    -16.02
 -26.40    -16.05
 -26.20    -16.10
 -26.00    -16.17
 -25.80    -16.25
 -25.60    -16.34
 -25.40    -16.45
 -25.20    -16.57
 -25.00    -16.71
 -24.80    -16.87
 -24.60    -17.05
 -24.40    -17.25
 -24.20    -17.48
 -24.00    -17.73
 -23.80    -18.00
 -23.60    -18.30
 -23.40    -18.63
 -23.20    -18.98
 -23.00    -19.35
 -22.80    -19.72
 -22.60    -20.08
 -22.40    -20.42
 -22.20    -20.72
 -22.00    -20.94
 -21.80    -21.09
 -21.60    -21.12
 -21.40    -21.05
 -21.20    -20.86
 -21.00    -20.57
 -20.80    -20.19
 -20.60    -19.74
 -20.40    -19.25
 -20.20    -18.73
 -20.00    -18.18
 -19.80    -17.63
 -19.60    -17.07
 -19.40    -16.52
 -19.20    -15.98
 -19.00    -15.45
 -18.80    -14.94
 -18.60    -14.45
 -18.40    -13.98
 -18.20    -13.53
 -18.00    -13.11
 -17.80    -12.70
 -17.60    -12.32
 -17.40    -11.96
 -17.20    -11.63
 -17.00    -11.32
 -16.80    -11.03
 -16.60    -10.76
 -16.40    -10.51
 -16.20    -10.28
 -16.00    -10.08
 -15.80     -9.89
 -15.60     -9.72
 -15.40     -9.56
 -15.20     -9.43
 -15.00     -9.31
 -14.80     -9.21
 -14.60     -9.12
 -14.40     -9.05
 -14.20     -9.00
 -14.00     -8.96
 -13.80     -8.93
 -13.60     -8.93
 -13.40     -8.93
 -13.20     -8.95
 -13.00     -8.99
 -12.80     -9.03
 -12.60     -9.09
 -12.40     -9.15
 -12.20     -9.22
 -12.00     -9.29
 -11.80     -9.36
 -11.60     -9.43
 -11.40     -9.49
 -11.20     -9.54
 -11.00     -9.58
 -10.80     -9.61
 -10.60     -9.62
 -10.40     -9.62
 -10.20     -9.59
 -10.00     -9.54
  -9.80     -9.47
  -9.60     -9.38
  -9.40     -9.26
  -9.20     -9.12
  -9.00     -8.95
  -8.80     -8.77
  -8.60     -8.55
  -8.40     -8.32
  -8.20     -8.06
  -8.00     -7.78
  -7.80     -7.49
  -7.60     -7.18
  -7.40     -6.86
  -7.20     -6.53
  -7.00     -6.20
  -6.80     -5.86
  -6.60     -5.53
  -6.40     -5.20
  -6.20     -4.87
  -6.00     -4.55
  -5.80     -4.24
  -5.60     -3.94
  -5.40     -3.65
  -5.20     -3.37
  -5.00     -3.11
  -4.80     -2.86
  -4.60     -2.62
  -4.40     -2.40
  -4.20     -2.19
  -4.00     -1.99
  -3.80     -1.80
  -3.60     -1.63
  -3.40     -1.46
  -3.20     -1.31
  -3.00     -1.16
  -2.80     -1.03
  -2.60     -0.90
  -2.40     -0.78
  -2.20     -0.67
  -2.00     -0.57
  -1.80     -0.47
  -1.60     -0.38
  -1.40     -0.30
  -1.20     -0.23
  -1.00     -0.17
  -0.80     -0.12
  -0.60     -0.08
  -0.40     -0.05
  -0.20     -0.02
   0.00      0.00
   0.20     -0.01
   0.40     -0.03
   0.60     -0.05
   0.80     -0.08
   1.00     -0.13
   1.20     -0.19
   1.40     -0.25
   1.60     -0.33
   1.80     -0.42
   2.00     -0.51
   2.20     -0.62
   2.40     -0.73
   2.60     -0.85
   2.80     -0.98
   3.00     -1.12
   3.20     -1.26
   3.40     -1.41
   3.60     -1.57
   3.80     -1.74
   4.00     -1.92
   4.20     -2.11
   4.40     -2.31
   4.60     -2.52
   4.80     -2.75
   5.00     -2.98
   5.20     -3.23
   5.40     -3.50
   5.60     -3.77
   5.80     -4.06
   6.00     -4.36
   6.20     -4.66
   6.40     -4.97
   6.60     -5.28
   6.80     -5.60
   7.00     -5.91
   7.20     -6.22
   7.40     -6.53
   7.60     -6.82
   7.80     -7.11
   8.00     -7.39
   8.20     -7.66
   8.40     -7.91
   8.60     -8.14
   8.80     -8.36
   9.00     -8.57
   9.20     -8.75
   9.40     -8.92
   9.60     -9.06
   9.80     -9.17
  10.00     -9.26
  10.20     -9.33
  10.40     -9.37
  10.60     -9.39
  10.80     -9.39
  11.00     -9.38
  11.20     -9.36
  11.40     -9.34
  11.60     -9.30
  11.80     -9.27
  12.00     -9.24
  12.20     -9.22
  12.40     -9.20
  12.60     -9.19
  12.80     -9.18
  13.00     -9.18
  13.20     -9.18
  13.40     -9.19
  13.60     -9.21
  13.80     -9.23
  14.00     -9.26
  14.20     -9.30
  14.40     -9.34
  14.60     -9.39
  14.80     -9.45
  15.00     -9.53
  15.20     -9.62
  15.40     -9.73
  15.60     -9.85
  15.80    -10.01
  16.00    -10.18
  16.20    -10.38
  16.40    -10.60
  16.60    -10.84
  16.80    -11.11
  17.00    -11.40
  17.20    -11.70
  17.40    -12.03
  17.60    -12.38
  17.80    -12.74
  18.00    -13.11
  18.20    -13.51
  18.40    -13.91
  18.60    -14.34
  18.80    -14.78
  19.00    -15.24
  19.20    -15.71
  19.40    -16.20
  19.60    -16.71
  19.80    -17.22
  20.00    -17.73
  20.20    -18.24
  20.40    -18.71
  20.60    -19.14
  20.80    -19.50
  21.00    -19.76
  21.20    -19.92
  21.40    -19.97
  21.60    -19.92
  21.80    -19.78
  22.00    -19.57
  22.20    -19.31
  22.40    -19.03
  22.60    -18.74
  22.80    -18.44
  23.00    -18.16
  23.20    -17.89
  23.40    -17.63
  23.60    -17.39
  23.80    -17.16
  24.00    -16.94
  24.20    -16.74
  24.40    -16.55
  24.60    -16.38
  24.80    -16.23
  25.00    -16.10
  25.20    -15.99
  25.40    -15.90
  25.60    -15.85
  25.80    -15.82
  26.00    -15.82
  26.20    -15.86
  26.40    -15.93
  26.60    -16.02
  26.80    -16.15
  27.00    -16.30
  27.20    -16.47
  27.40    -16.67
  27.60    -16.88
  27.80    -17.10
  28.00    -17.33
  28.20    -17.57
  28.40    -17.81
  28.60    -18.05
  28.80    -18.30
  29.00    -18.56
  29.20    -18.83
  29.40    -19.10
  29.60    -19.40
  29.80    -19.72
  30.00    -20.06
  30.20    -20.44
  30.40    -20.86
  30.60    -21.31
  30.80    -21.81
  31.00    -22.34
  31.20    -22.92
  31.40    -23.53
  31.60    -24.16
  31.80    -24.80
  32.00    -25.42
  32.20    -26.01
  32.40    -26.52
